source,mode,cluster_size,iteration,cluster_id,avg_abs_llr,snr_db
rl,dqn | LDPC-DiscreteMI-v0,24,11,14,4.067935694999637,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,15,3.960564274198243,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,16,4.1759930577943045,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,17,4.152397626307091,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,18,4.0767364255865015,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,19,5.4815589123167205,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,20,3.964498080599192,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,21,4.567250959590349,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,22,4.541417706382151,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,11,23,4.403896357017251,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,0,4.236154278426641,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,1,4.160788616469076,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,2,4.2070236144848145,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,3,4.381218918668084,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,4,4.098740912711058,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,5,4.246380744124944,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,6,4.084438124478158,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,7,4.55542403655611,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,8,4.305636985972067,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,9,4.180479461822852,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,10,4.36685700412016,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,11,4.131556847008414,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,12,4.245747748910834,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,13,4.356156831229744,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,14,4.067935694999637,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,15,3.960564274198243,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,16,4.1759930577943045,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,17,4.152397626307091,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,18,4.0767364255865015,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,19,5.4815589123167205,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,20,3.964498080599192,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,21,4.567250959590349,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,22,4.541417706382151,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,12,23,4.403896357017251,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,0,4.236154278426641,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,1,4.160788616469076,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,2,4.2070236144848145,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,3,4.381218918668084,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,4,4.098740912711058,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,5,4.246380744124944,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,6,4.084438124478158,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,7,4.55542403655611,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,8,4.305636985972067,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,9,4.180479461822852,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,10,4.36685700412016,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,11,4.131556847008414,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,12,4.245747748910834,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,13,4.356156831229744,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,14,4.067935694999637,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,15,3.960564274198243,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,16,4.1759930577943045,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,17,4.152397626307091,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,18,4.0767364255865015,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,19,5.4815589123167205,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,20,3.964498080599192,0.0
rl,dqn | LDPC-DiscreteMI-v0,24,13,21,4.567250959590349,0.0
